w_bigram,freq
адыгэ республикищми,3
абхъаз-адыгэ бзэ,3
къэбэрдей-шэрджэс литературэм,3
дэпым хуэдэу,3
хъун хуэдэу,3
пхъэ къутапIэм,3
республикэм къыщыдэкI,3
зэмыщхьу Iэджэ,3
бжыгъэр дапщэ,3
щIылъэм Макъ,3
КъыщоIур щIылъэм,3
дапщэ хъуми,3
Макъ зэмыщхьу,3
1916 гъэм,3
мащIэу къыпыгуфIыкIри,3
Дахэм игу,3
уIэгъэ хъуауэ,3
сыкъихуу Губгъуэм,3
игу сигъэлъ,3
палатэм хэт,3
уанэгу сыкъихуу,3
хъуми Хэт,3
егъэджакIуэу щыта,3
ПщIэ зыхуэсщI,3
уигу игъэлъ,3
Нэхущ Заурбий,3
Адыгэ Хасэр,3
жиIащ ГъуэгулI,3
Iуэху хэлъ,3
Илъэс куэдкIэ,3
ящыщ дэтхэнэ,3
Кавказ къуршхэм,3
псори зэуэ,3
хуэдэу щымытами,3
Заказ №184,3
адыгэ цIыхубзым,3
абы гъащIэм,3
хьэблэ псом,3
лъэпкъ дамыгъэр,3
гъащIэ псокIэ,3
дежкIэ нэхъ,3
къару псори,3
Ауэ ари,3
Iэблэр иубыдри,3
емыкIу сыкъыумыщI,3
нэпсым къызэпижыхьащ,3
щIэкIиящ абы,3
ПщIэ зыхуэтщI,3
щхьэщэ ищIри,3
шыпхъу цIыкIум,3
лъэпкъым щыщ,3
хэкум къигъэзэжа,3
зэрыжиIэжу щытамкIэ,3
IупщI дыдэу,3
художественнэ унафэщIу,3
дэтхэнэ усэри,3
гъуэгуанэ кIыхь,3
дзэр зауэм,3
адыгэ мэкъумэшыщIэхэм,3
цIэфIэщ джанэ,3
гуапэ хъуат,3
Абы ищIэрт,3
хъун хуейщ,3
щхьэр ирихьэхащ,3
Хьэмырзэ Ахьмэд,3
натIэ зыхуэхъуа,3
щыпсэу цIыхухэм,3
совет лъэхъэнэм,3
Ауэ дэнэ,3
Жьакуэ къуажэм,3
нэхъ къызощтэ,3
кIий макъ,3
Усыгъэ Усэхэр,3
мыхьэнэшхуэ яIэщ,3
1927 гъэм,3
апхуэдэ гупсысэ,3
ЕмкIуж Андзор,3
Нэхей Аслъэн,3
гъэхэм къэсыху,3
нэхъыщхьэхэм ящыщ,3
бжэм деж,3
роль нэхъыщхьэхэр,3
театр гъуазджэм,3
Iэрамэ кIыхьу,3
тхьэмахуэ къэс,3
Алыхьыр арэзы,3
жьэгу мафIэр,3
нэфIыр зыщыхуэн,3
куэд елъытащ,3
псалъэр зэпигъэури,3
гъуэгу мыгъуэ,3
унэр мафIэм,3
Тэрч Iуфэ,3
тIэу еплъынукъым,3
натIэ хъуар,3
Iупхъуэр зэIуах,3
тхылъымпIэ напэр,3
Жэщ псом,3
шэч къытрихьэркъым,3
Зырамыку абы,3
сыт жиIэми,3
япэ итт,3
Адыгэ IуэрыIуатэхэр,3
Алыхь лъапIэ,3
нэхъ пIалъэ,3
щхьэр сощI,3
шэч хэлъу,3
теухуа хъыбар,3
дэнэ щIыпIи,3
Тхыдэ роман,3
усэ пасэхэм,3
хэку псом,3
дзэ фIыцIэр,3
шыбз гуартэм,3
Заказ №27,3
Уэшх зыщэ,3
жыпIэр сыт,3
дэнэ къипхын,3
Сыт апхуэдизу,3
фIэщ мыхъуным,3
пIалъэ имыIэу,3
Абы къыкIэлъыкIуащ,3
нэщхъейуэ погуфIыкI,3
Дауэ уеплърэ,3
Курыт еджапIэм,3
гугъу уэзгъэщIынут,3
хэхэс гъащIэр,3
дунейм тетым,3
дунейм щехыжам,3
Лэжьыгъэ нэужьым,3
Сэр щхьэкIэ,3
увыпIэ щхьэхуэ,3
псалъэм пещэ,3
Абыхэм яхэтт,3
псэр пыт,3
адыгэ щыпсэу,3
лъэпкъ Iуэхур,3
Къантемыр Тыркубий,3
адыгэбзэ къабзэкIэ,3
цIэрыIуэ щыхъуа,3
ящыщ гуэрым,3
Къалмыкъ Юрэ,3
Апажэ Ахьмэд,3
Заказ №368,3
нобэрей щIэблэм,3
Омер Сейфеддин,3
Альфред Оттович,3
анэр дунейм,3
Iэнэм щысхэм,3
Къэбэрдей-Балъкъэрым щыщ,3
шэрджэс тхакIуэ,3
нэхъ иужькIэ,3
Мыр дауэ,3
Къэхъуар сыт,3
щхьэ зэрыхьщ,3
Псыжь губгъуэ,3
зыгуэркIэ сэбэп,3
Мис иджыщ,3
Сигу щIэгъуащ,3
Къуэныкъуей Назир,3
къытехьа тхыгъэхэм,3
кIыфI мэхъу,3
ахэр нэхъ,3
2016 гъэм,3
фIыщIэ хузощI,3
цIыхубэ сурэтыщI,3
къэхъуа псор,3
Адыгэ Хасэмрэ,3
щэнхабзэмрэ гъуазджэмрэ,3
шыр цIыкIу,3
Ауэ щыхъум,3
япэ курсым,3
КIэбгъулъ мэзым,3
Зыми ищIэркъым,3
жыжьэ дыдэ,3
адыгэбзэ текстым,3
хабзэ ткIийхэм,3
ухуэкIэр мыращ,3
зэхуаку дэлъ,3
гъэхэм къыщегъэжьауэ,3
лIыгъэр здынэсыр,3
Щэуей Мидэ,3
нэхъ жыжьэ,3
псэм щыщ,3
Борис хужаIахэм,3
Борис къызэралъхурэ,3
нэхъ Iеиж,3
еджапIэ нэужьым,3
щхьэр мащIэу,3
жеIэ Удынэ,3
фIыуэ ещIэ,3
Алэдамэ абы,3
НэгъуэщI зыри,3
жеIэ зым,3
сонет къэскIэ,3
гум щищIыжащ,3
щищIыжащ унагъуэ,3
къэрал мэкъумэш,3
натIэм илъагъэнт,3
къыдэкIуэтей щIэблэр,3
Илъэсхэм уардэу,3
щхьэгъусэм гъащIэр,3
зэхэт ямбкIэ,3
НэгъуэщI щхьэгъусэм,3
хэхауэ къэбгъэлъагъуэмэ,3
илъагъэнт дызэпэIэщIэу,3
жылагъуэ зэгухьэныгъэм,3
Лъагъуныгъэм сыхуэщыпкъэщ,3
ямбкIэ тхащ,3
Жьыщхьэ махуэ,3
нэпситIыр къелъэлъэхыу,3
Кавказ къуршым,3
унафэщIхэм ящыщ,3
ауэ нэгъуэщI,3
Насрэн ЖьакIэ,3
жиIащ Уэзырмэс,3
щекIуэкIа Олимп,3
Иужьрей илъэсхэм,3
Лондон щекIуэкIа,3
унагъуэм щызэрахьэ,3
къалэм къыщалъхуащ,3
бзэ гупым,3
командэ къыхэхам,3
Хэхэс адыгэхэм,3
хьэрф зэгуэт,3
зекIуэ ежьа,3
нэпцI зытелъ,3
уэрэдымрэ къафэмкIэ,3
щекIуэкIа дунейпсо,3
алыдж-урым бэнэкIэмкIэ,3
Адыгэ ФIыщIэ,3
щыта адыгэ,3
псоми хуэдэу,3
Заказ №110,3
Уэшх нэужьым,3
Федерацэм щэнхабзэмкIэ,3
Шэрэдж толъкъунхэр,3
Бланэ щалъху,3
Псалъэр Налшыкщ,3
щалъху йокIуэж,3
БлэкIа илъэсым,3
гуэр хъунщ,3
зэмылIэужьыгъуэхэм къахэкIа,3
Уафэгъуагъуэ макъыр,3
КъызжаIэ пэтми,3
мыхьэнэшхуэ иIэт,3
академическэ ансамблым,3
Уэхъутэ Александр,3
щхьэм илъыр,3
новеллэ жанрым,3
куэдрэ сиуфэнщIащ…,3
уэшхым куэдрэ,3
шабзэмрэ бжымрэ,3
ФIыщIэ Хасэм,3
Заказ №19,3
Iэщэ гуэр,3
хъыбархэм къызэрыхэщщи,3
дэнэ щищIэнт,3
дыдэ къежьа,3
Адыгэ щIалэм,3
гъэм екIуэкIа,3
лъэпкъ напэр,3
1967 гъэм,3
джатэми нэхърэ,3
1933 гъэм,3
зыхуейм хуэдиз,3
1932 гъэм,3
гъащIэм теухуа,3
гуэрым мыпхуэдэ,3
Нарт хъыбархэм,3
хьэрып къэралхэм,3
псалъэ къызэринэкIащ,3
тхыгъэ къыхэхахэр,3
зэрыщыт дыдэм,3
къэхутэныгъэ лэжьыгъэ,3
кIуэрэ пэт,3
щызэрахьэ Iэмэпсымэ,3
Лъэпкъ дамыгъэхэм,3
нэхъ нэхъ,3
нэхъ IэфI,3
макъыр нэхъ,3
нэхъ псынщIэIуэу,3
щIагъым къыщIахыж,3
псэ пыт,3
афэ джанэр,3
мывэ блыным,3
1964 гъэм,3
зытелъ шыхэр,3
лIэщIыгъуэ кIыхьхэм,3
Кхъухь тедзапIэм,3
къэпщытакIуэ гупым,3
мывэ сынхэм,3
илъэс минищым,3
нэгъуэщI лъэныкъуэкIэ,3
щхьэусыгъуэ хуэхъури,3
тха усэхэр,3
псом къыщацIыху,3
щэбэтым къуажэм,3
нэмысу дунейм,3
жэщ къэс,3
цIыху гъащIэр,3
цIыху псоми,3
усакIуэм абы,3
нэхъ быдэ,3
Тамбий Аслъэнбэч,3
150-рэ щрикъум,3
игу ирихьащ,3
адыгэ цей,3
НэкIуэж щэбэтым,3
Тхьэм ирещIи,3
зэриухрэ илъэси,3
мыпхуэдэу щыжеIэ,3
уэсыр къос,3
къэзакъ жылагъуэхэр,3
Заказ №46,3
удзи къремыкI…,3
жьэ къыжьдыукI,3
тхьэм ищIэнщ,3
дэнэ къикIа,3
фIэкIа пщIэнтэкъым,3
Марье Васильевнэ,3
Бейтыгъуэн Сэфарбий,3
Тхьэм ищI,3
цIыкIу закъуэр,3
нэхъ ерыщ,3
актёр IэщIагъэм,3
Урыс драмэ,3
дамыгъэ лъапIэхэри,3
щIы кIапэ,3
Лажьэ зимыIэ,3
шэнт лъахъшэ,3
Къаздэхъу СулътIан,3
пщIантIэ нэщIым,3
фIэщ хъуа,3
Сыт сщIэнур,3
ахъшэ хъарзынэ,3
Сыт щIэмыхъунур,3
щхьэр игъэсысащ,3
Иван Матвеевич,3
Марье Дмитриевнэ,3
хуабжьу гугъу,3
Iуащхьэ къуагъым,3
абы зыгуэр,3
нэпкъ лъагэм,3
нэщI хъуащ,3
адэкIэ къэхъунум,3
адэр зыукIар,3
махуэ лъапIэм,3
гугъу умыщIыххи,3
пащтыхь Александр,3
жэрыжэм тету,3
Сыхьэт ныкъуэ,3
нэр темыпыIэу,3
генерал Гейман,3
лъэпкъ Iуэхум,3
хэлъ абы,3
нэрылъагъу мэхъу,3
лъэпкъ зэмылIэужьыгъуэхэм,3
Молэ Владимир,3
амазонкэ къэралыгъуэр,3
псоми фIыуэ,3
сыт къытхуэбгъанэр,3
адыгэ хэкум,3
спектаклым хэт,3
нэхъ кIэщI,3
жылэ цIыкIум,3
Къэбэрдей уэрамым,3
хуэдэу адыгэкъуэр,3
гущIэгъур инщ,3
Усыгъэ Усыгъэ,3
къуэ нэхъыжь,3
IитI зэтедзауэ,3
Шолохов Михаил,3
Къэбэрдей-Балъкъэрымрэ щIыхь,3
Дон Iус,3
фэр шэхум,3
Абхъаз Республикэм,3
Урысей Федерацэмрэ,3
Федерацэмрэ Къэбэрдей-Балъкъэрымрэ,3
жеIэ Хурсанэ,3
Афанасий Игнатьевич,3
хъыбархэмрэ пшыналъэхэмрэ,3
ауэ иджыри,3
хьэлъэ гуэр,3
еплIанэ классым,3
къуажэдэс адыгэ,3
Ищхъэрэм щыпсэу,3
унафэщIу лэжьащ,3
тхылъхэри пособиехэри,3
Хъуран Батий,3
дунейм теттэкъым,3
иджырей лъэхъэнэм,3
литературэ щIэныгъэмрэ,3
Хъыджэбз цIыкIум,3
сэбэпышхуэ мэхъу,3
цIыху щхьэхуэм,3
наIуэ мэхъу,3
япэ итахэр,3
IуэрыIуатэмрэ литературэмрэ,3
хуэфэщэн пщIэ,3
ахърэтыр нэху,3
щIэныгъэмрэ критикэмрэ,3
япэ классым,3
зэрымащIэм къыхэкIыу,3
иужь дитщ,3
адыгэ сабийхэм,3
Хьэгъундокъуэ Яшар,3
ИкIэрей сыхьэтыр,3
гур узу,3
Уадыгэным къикIыр,3
Срехъу хьэфиз,3
хьэфиз ущысфIэкIуэд,3
узу къэкIуа,3
курыт еджапIэ,3
Къэрэшей-Шэрджэс Республикэм,3
бзэ псори,3
Апхуэдэ хабзэ,3
иджырей гъащIэм,3
Адыгэ грамматикэ,3
ныбжьым деж,3
щIыналъэ псоми,3
бзэхэм теухуа,3
адыгэ сабийхэмрэ,3
Нало Заурщ,3
бжыгъэр мин,3
Осетие Ищхъэрэ,3
Iуфэ Iус,3
абыхэм нэхъ,3
ЖыпIэр сыт,3
Iей дыдэу,3
жэщ кIыфIым,3
илъэс IэджэкIэ,3
Адыгэ театрым,3
къамэ Iэпщэр,3
Пэж дыдэщ,3
пщэ псыгъуэ,3
мин 500-м,3
пэм къыщыщIэдзауэ,3
ауэ псори,3
абы теухуа,3
унафэ хуищIащ,3
теплъэ зиIэ,3
щыпсэу лъэпкъ,3
нэхърэ нэхъыщхьэр,3
Къру закъуэ,3
ЦIыху напэ,3
Тхыгъэ къыхэхахэр,3
жери щIалэр,3
мыхьэнэр инщ,3
мин 290-рэ,3
къыщыдэкI газетхэм,3
Хуэбгъэфащэ зэрыхъунумкIэ,3
Стенькэ Разин,3
кIахэ адыгэхэр,3
Заказ №126,3
адэ шыпхъур,3
нарт эпосыр,3
щхьэкIэ абы,3
абы къыдэкIуэуи,3
шыр псым,3
хабзэхэм тету,3
ипхъу закъуэм,3
щытын хуейт,3
нэгъуэщI Iэджи,3
мащIэрэ кIуа,3
дигу къегъэкIыж,3
сыхьэтыр хуабэм,3
хуабэм егъэщIэж,3
уэрэд зэхэслъхьэну,3
хым зэпрысыкIхэр,3
мэхъу ахэр,3
пут закъуэ,3
пут ныкъуэ,3
Дудар Хьэутий,3
къэралым щекIуэкIа,3
Олимп лъагапIэм,3
медалыр къыщихьащ,3
щхьэкIэ къэмынэу,3
КхъуафэжьейкIэ хым,3
Джэдгъэф Борис,3
къуажэ псом,3
Гъэмахуэ Олимп,3
Олимп чемпион,3
лъэ макъым,3
дыгъэ бзий,3
Жыг хадэм,3
Абы зыри,3
Сэри абы,3
куэд хъуауэ,3
Борис илъэс,3
абы папщIэ,3
щыхуейм деж,3
зыкIи нэхъ,3
Заказ №722,3
Курыт еджапIэр,3
пащтыхьым деж,3
нэхъ жьыуэ,3
Плъагъукъым абы,3
щхьэкIэм къыпедзэ,3
бжыгъэкIэ къэкI,3
Псалъэжьу зэхэлъ,3
Гум псори,3
цIэрыIуэ дыдэ,3
псори къонэ,3
удз лъэпкъыгъуэщ,3
ищIэ пэтми,3
ягъэ кIынкъым,3
адэр лъэхъуэщым,3
зыри щыIэкъым,3
кIыхь ухъу,3
Шэч къытесхьэркъым,3
Мэз лъапэм,3
игу илъ,3
щIыналъэм щыпсэу,3
къэрал псоми,3
нэхъ хьэлъэж,3
Апхуэдэ щытыкIэм,3
Тэрч щIыналъэм,3
март мазэм,3
Пэжым ухуеймэ,3
нэмыцэ щIэныгъэлI,3
цIыху гъащIэ,3
къуажэм дэт,3
щыпсэу адыгэм,3
Черкесск дэт,3
нэхъ тхьэмыщкIэ,3
лъагъуныгъэ лирикэм,3
Абыхэм нэмыщI,3
фIэщыгъэр иIэу,3
къэбгъэлъагъуэ хъунущ,3
абы Къамбот,3
абы япэ,3
псэр пыту,3
етIуанэ къатым,3
1959 гъэм,3
Совет Союзымрэ,3
папщIэ фIыщIэ,3
адрей псори,3
дунейпсо зэгухьэныгъэм,3
литературэм хуищIа,3
игу къокI,3
хуищIа хэлъхьэныгъэм,3
къыдэкIуэтей щIэблэм,3
унэ цIыкIу,3
Мис иджыпсту,3
нобэ хуэдэу,3
удз гъэгъам,3
мазэ къэс,3
сэлам кърихащ,3
Сыти жыIи,3
цIыхубз цIыкIум,3
Адыгэ тхыбзэм,3
лажьэ иIэкъым,3
жиIащ Закурдаевым,3
Шурдым Жанхъуэт,3
ХьэтIохъущокъуэ Кургъуокъуэ,3
Iуэху фIы,3
фIы ирикIуэ,3
гъусэ щIалэм,3
жиIащ лIы,3
дэнэ къипха,3
пащтыхь Пётр,3
бгылъэ щIыпIэхэм,3
Iуащхьэ лъапэм,3
АбытIэ Владимир,3
адэкIэ пищащ,3
Шэрджэс Ипщэм,3
Ахьмэд сулътIаным,3
ХьэтIохъущокъуэ пщы,3
Пщы уэлийр,3
куэд щыIэщ,3
цIыхубэм фIыуэ,3
ислъам диныр,3
нэхъ пэгъунэгъуу,3
гъэ къэс,3
лъимытэу къэнакъым,3
нэхъ дахэж,3
Темыркъан Юрэ,3
Урысейм зэрыгухьэрэ,3
нэхърэ фIыуэ,3
гъущI гъуэгум,3
гуэр хэлъщ,3
дуней тетыкIэ,3
Адыгэ Республикэми,3
щыщ Iыхьэхэр,3
ныбжьэгъу нэхъыжь,3
нэщхъыр зэхеукIэ,3
Сириемрэ Ливанымрэ,3
гъунэгъу лIыжьым,3
куэд Iей,3
Мысостышхуэ Пщызэбийрэ,3
фIэкIа дэмыкIыу,3
бжыгъэ фIэкIа,3
абы жиIэхэм,3
Къэбэрдей пщы,3
щIакхъуэ Iыхьэ,3
мис аращ,3
шынэ хуэдэ,3
гуэрым деж,3
Адыгэ хьэщIэщым,3
Анапэ деж,3
анэм япэ,3
Нарт хъыбархэмрэ,3
ущрохьэлIэ нарт,3
къадэгъуэгурыкIуащ адыгэхэм,3
цIыхум дежкIэ,3
белджылыуэ жыпIэмэ,3
Ашабэ Миншакъ,3
ДыщэкI Мухьэмэд,3
пасэрей алыдж,3
мэл хъушэр,3
къэIуащ аргуэру,3
гъунэгъу лъэпкъхэм,3
щIырэ щызэхэкI,3
Iуащхьэ дежщ,3
гущIыIу дэгъэзеяуэ,3
афэ джанэ,3
Дзапэ уэрэд,3
губгъуэ нэщIым,3
зэрыщыту къапщтэмэ,3
Iэджэ лъандэрэ,3
псор абы,3
къуажэ гуэрым,3
иджы нэхъ,3
гъащIэ Iыхьэр,3
№219 ЖьантIэ,3
щыгъынкIэ хуэпауэ,3
илъэси 105-рэ,3
105-рэ ирокъу,3
бжэм зыгуэр,3
сыт мыгъуэр,3
мыр сыт,3
сабий закъуэр,3
зыгуэр къытоуIуэ,3
гугъу дыдэхэм,3
лIыхъужь нэхъыщхьэ,3
2006 гъэм,3
зэрыгухьэрэ илъэс,3
нобэрей махуэм,3
музыкальнэ Iэмэпсымэхэм,3
нэгъуэщI зыми,3
нэхъ къещтэ,3
нэгъуэщI щIыпIэкIэ,3
мин хуэдиз,3
Иван Васильевич,3
Хъэзэр тенджызым,3
щIыхьыр лъагэ,3
ауэ ахэр,3
пщы унэм,3
цIыху къызэрыгуэкIхэм,3
езым фIэфIу,3
илъэс плIыщIым,3
ягу ирихьащ,3
щIакIуэ фIыцIэм,3
Зэгъэщтокъуэ Людэ,3
Пэж дыдэуи,3
жери Сосрыкъуэ,3
адыгэ культурэм,3
зауэм кIуащ,3
Сэри аращ,3
1919 гъэм,3
яубыда нэужь,3
зыгуэр жиIэну,3
жыг жьауэм,3
щыма нэужь,3
зэман куэд,3
Мурат сэрэ,3
сыт имыщIэми,3
япэ усэ,3
усэ тхылъыр,3
апхуэдэ гулъытэ,3
дыгъэ бзийр,3
зыхуихьынур имыщIэу,3
зыгъэпIейтей Iуэхугъуэхэр,3
Самсун деж,3
Заказ №39,3
ауэ нобэ,3
япэ тхылъым,3
тхыгъэ нэхъыфIхэм,3
пащхьэм щиIэ,3
къыщIахыж пасэрей,3
художественнэ дунейр,3
пхъэ гъур,3
жыхуаIэм ещхьу,3
ныжэбэ кIуам,3
Апхуэдэ мурад,3
гъэм нэсыху,3
Тырку къэралыгъуэм,3
дунейм ехыжам,3
щхьэкIэ къимыгъанэу,3
пхъэ закъуэ,3
1859 гъэм,3
Нэхъ Iущ,3
кIуа нэужь,3
Адыгэ хабзэр,3
зимыIэ щыIэкъым,3
Сыт сщIэнт,3
япэ махуэхэм,3
сыту Iейуэ,3
гум фIыкIэ,3
нэгъуэщI гуэри,3
гугъэу ара,3
цIэрыIуэ щыхъуащ,3
илъэс плIыщI,3
1994 гъэм,3
ЩоджэнцIыкIу Алийрэ,3
фIыуэ илъагъуу,3
Щоджэн Леонид,3
АбытIэ Хъызыр,3
жиIащ Сосрыкъуэ,3
Сыт щыгъуэ,3
дунейм ехыжами,3
нэгъуэщI дамыгъэ,3
жэмыжь зырызыр,3
зэрылажьэм хуэдэурэ,3
ныкъуэм щIигъуауэ,3
сабийхэм папщIэ,3
къуэ Мухьэмэд,3
сабийм хуэдэу,3
лъэпкъ цIыкIум,3
гъащIэ гъуэгуанэр,3
япэ секретару,3
Адыгэ нарт,3
